epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.2512,1.06112,1.95852,1.11789,0.41423,0.9299,0.80662,0.62626,0.70072,3.79001,0.89441,0.0003334,0.0003334,0.0003334
