epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,235.904,0.67652,1.05416,1.06912,0.88611,0.63721,0.65232,0.57707,0.50516,0.67055,0.98149,0.000549052,0.000549052,0.000549052
